minute,base_path,instance,intervention_size,resources_size,exclusion_size,scenarious_size,population_size,mutation_rate,crossover_rate,time_limit,error,is_solved
1,./A_set/A_,13,179,9,136,90,0.005,0.0025,100,15,5583.54,1
1,./A_set/A_,15,108,10,22,53,0.005,0.0025,100,15,2720.74,1
1,./A_set/A_,6,180,10,87,182,0.005,0.0025,100,15,2267.33,1
1,./A_set/A_,2,89,9,32,90,0.005,0.0025,100,15,4887.34,1
1,./A_set/A_,5,180,9,87,182,0.005,0.0025,100,15,845.196,1
1,./A_set/A_,4,706,9,1377,365,0.005,0.0025,100,15,54,0
2,./A_set/A_,9,18,10,0,17,0.005,0.0025,100,15,1507.37,1
2,./A_set/A_,7,36,9,3,17,0.005,0.0025,100,15,2283.53,1
2,./A_set/A_,12,54,10,0,53,0.005,0.0025,100,15,819.554,1
2,./A_set/A_,8,18,9,4,17,0.005,0.0025,100,15,748.442,1
2,./A_set/A_,10,108,9,40,53,0.005,0.0025,100,15,3082.29,1
2,./A_set/A_,3,91,10,12,90,0.005,0.0025,100,15,887.987,1
2,./A_set/A_,1,181,9,81,90,0.005,0.0025,100,15,5224.66,1
2,./A_set/A_,14,108,10,22,53,0.005,0.0025,100,15,2753.7,1
2,./A_set/A_,11,54,9,4,53,0.005,0.0025,100,15,505.59,1
2,./A_set/A_,13,179,9,136,90,0.005,0.0025,100,15,5536.22,1
2,./A_set/A_,15,108,10,22,53,0.005,0.0025,100,15,1,0
2,./A_set/A_,6,180,10,87,182,0.005,0.0025,100,15,2351.15,1
2,./A_set/A_,2,89,9,32,90,0.005,0.0025,100,15,14185.6,1
2,./A_set/A_,5,180,9,87,182,0.005,0.0025,100,15,5674.66,1
2,./A_set/A_,4,706,9,1377,365,0.005,0.0025,100,15,19,0
3,./A_set/A_,9,18,10,0,17,0.005,0.0025,100,15,1520.27,1
3,./A_set/A_,7,36,9,3,17,0.005,0.0025,100,15,2322.87,1
3,./A_set/A_,12,54,10,0,53,0.005,0.0025,100,15,814.192,1
3,./A_set/A_,8,18,9,4,17,0.005,0.0025,100,15,745.976,1
3,./A_set/A_,10,108,9,40,53,0.005,0.0025,100,15,3063.38,1
3,./A_set/A_,3,91,10,12,90,0.005,0.0025,100,15,991.471,1
3,./A_set/A_,1,181,9,81,90,0.005,0.0025,100,15,23281.4,1
3,./A_set/A_,14,108,10,22,53,0.005,0.0025,100,15,36137.8,1
3,./A_set/A_,11,54,9,4,53,0.005,0.0025,100,15,516.017,1
3,./A_set/A_,13,179,9,136,90,0.005,0.0025,100,15,5924.76,1
3,./A_set/A_,15,108,10,22,53,0.005,0.0025,100,15,2761.55,1
3,./A_set/A_,6,180,10,87,182,0.005,0.0025,100,15,2331.88,1
3,./A_set/A_,2,89,9,32,90,0.005,0.0025,100,15,5764.35,1
3,./A_set/A_,5,180,9,87,182,0.005,0.0025,100,15,783.655,1
