minute,base_path,instance,intervention_size,resources_size,exclusion_size,scenarious_size,population_size,mutation_rate,crossover_rate,time_limit,error,is_solved
6,./A_set/A_,9,18,10,0,17,0.0025,0.0025,-1,15,1507.28,1
6,./A_set/A_,7,36,9,3,17,0.0025,0.0025,-1,15,2277.19,1
6,./A_set/A_,12,54,10,0,53,0.0025,0.0025,-1,15,797.107,1
6,./A_set/A_,8,18,9,4,17,0.0025,0.0025,-1,15,747.406,1
6,./A_set/A_,10,108,9,40,53,0.0025,0.0025,-1,15,3000.63,1
6,./A_set/A_,3,91,10,12,90,0.0025,0.0025,-1,15,849.298,1
6,./A_set/A_,1,181,9,81,90,0.0025,0.0025,-1,15,1887.7,1
6,./A_set/A_,14,108,10,22,53,0.0025,0.0025,-1,15,2528.52,1
6,./A_set/A_,13,179,9,136,90,0.0025,0.0025,-1,15,4588.05,1
6,./A_set/A_,11,54,9,4,53,0.0025,0.0025,-1,15,500.55,1
6,./A_set/A_,6,180,10,87,182,0.0025,0.0025,-1,15,681.593,1
6,./A_set/A_,15,108,10,22,53,0.0025,0.0025,-1,15,2540.07,1
6,./A_set/A_,2,89,9,32,90,0.0025,0.0025,-1,15,4712.46,1
6,./A_set/A_,5,180,9,87,182,0.0025,0.0025,-1,15,699.302,1
6,./A_set/A_,4,706,9,1377,365,0.0025,0.0025,-1,15,3974.27,1
7,./A_set/A_,9,18,10,0,17,0.0025,0.0025,-1,15,1507.28,1
7,./A_set/A_,7,36,9,3,17,0.0025,0.0025,-1,15,2277.19,1
7,./A_set/A_,12,54,10,0,53,0.0025,0.0025,-1,15,797.107,1
7,./A_set/A_,8,18,9,4,17,0.0025,0.0025,-1,15,747.406,1
7,./A_set/A_,10,108,9,40,53,0.0025,0.0025,-1,15,3000.63,1
7,./A_set/A_,3,91,10,12,90,0.0025,0.0025,-1,15,849.298,1
7,./A_set/A_,1,181,9,81,90,0.0025,0.0025,-1,15,1874.59,1
7,./A_set/A_,14,108,10,22,53,0.0025,0.0025,-1,15,2519.92,1
7,./A_set/A_,13,179,9,136,90,0.0025,0.0025,-1,15,4586.22,1
7,./A_set/A_,11,54,9,4,53,0.0025,0.0025,-1,15,500.55,1
7,./A_set/A_,6,180,10,87,182,0.0025,0.0025,-1,15,677.534,1
7,./A_set/A_,15,108,10,22,53,0.0025,0.0025,-1,15,2538.81,1
7,./A_set/A_,2,89,9,32,90,0.0025,0.0025,-1,15,4712.05,1
7,./A_set/A_,5,180,9,87,182,0.0025,0.0025,-1,15,698.574,1
7,./A_set/A_,4,706,9,1377,365,0.0025,0.0025,-1,15,3956.4,1
8,./A_set/A_,9,18,10,0,17,0.0025,0.0025,-1,15,1507.28,1
8,./A_set/A_,7,36,9,3,17,0.0025,0.0025,-1,15,2277.19,1
8,./A_set/A_,12,54,10,0,53,0.0025,0.0025,-1,15,797.107,1
8,./A_set/A_,8,18,9,4,17,0.0025,0.0025,-1,15,747.406,1
8,./A_set/A_,10,108,9,40,53,0.0025,0.0025,-1,15,3000.63,1
8,./A_set/A_,3,91,10,12,90,0.0025,0.0025,-1,15,849.298,1
8,./A_set/A_,1,181,9,81,90,0.0025,0.0025,-1,15,1868.55,1
8,./A_set/A_,14,108,10,22,53,0.0025,0.0025,-1,15,2517.08,1
8,./A_set/A_,13,179,9,136,90,0.0025,0.0025,-1,15,4585.96,1
8,./A_set/A_,11,54,9,4,53,0.0025,0.0025,-1,15,500.55,1
8,./A_set/A_,6,180,10,87,182,0.0025,0.0025,-1,15,675.398,1
8,./A_set/A_,15,108,10,22,53,0.0025,0.0025,-1,15,2535.8,1
8,./A_set/A_,2,89,9,32,90,0.0025,0.0025,-1,15,4711.97,1
8,./A_set/A_,5,180,9,87,182,0.0025,0.0025,-1,15,696.179,1
8,./A_set/A_,4,706,9,1377,365,0.0025,0.0025,-1,15,3944.42,1
9,./A_set/A_,9,18,10,0,17,0.0025,0.0025,-1,15,1507.28,1
9,./A_set/A_,7,36,9,3,17,0.0025,0.0025,-1,15,2277.19,1
9,./A_set/A_,12,54,10,0,53,0.0025,0.0025,-1,15,797.107,1
9,./A_set/A_,8,18,9,4,17,0.0025,0.0025,-1,15,747.406,1
9,./A_set/A_,10,108,9,40,53,0.0025,0.0025,-1,15,3000.63,1
9,./A_set/A_,3,91,10,12,90,0.0025,0.0025,-1,15,849.298,1
9,./A_set/A_,1,181,9,81,90,0.0025,0.0025,-1,15,1867.78,1
9,./A_set/A_,14,108,10,22,53,0.0025,0.0025,-1,15,2517.05,1
9,./A_set/A_,11,54,9,4,53,0.0025,0.0025,-1,15,500.55,1
9,./A_set/A_,13,179,9,136,90,0.0025,0.0025,-1,15,4585.92,1
9,./A_set/A_,6,180,10,87,182,0.0025,0.0025,-1,15,674.785,1
9,./A_set/A_,15,108,10,22,53,0.0025,0.0025,-1,15,2535.25,1
9,./A_set/A_,2,89,9,32,90,0.0025,0.0025,-1,15,4711.89,1
9,./A_set/A_,5,180,9,87,182,0.0025,0.0025,-1,15,683.014,1
9,./A_set/A_,4,706,9,1377,365,0.0025,0.0025,-1,15,3919.7,1
10,./A_set/A_,9,18,10,0,17,0.0025,0.0025,-1,15,1507.28,1
10,./A_set/A_,7,36,9,3,17,0.0025,0.0025,-1,15,2277.19,1
10,./A_set/A_,12,54,10,0,53,0.0025,0.0025,-1,15,797.107,1
10,./A_set/A_,8,18,9,4,17,0.0025,0.0025,-1,15,747.406,1
10,./A_set/A_,10,108,9,40,53,0.0025,0.0025,-1,15,3000.63,1
10,./A_set/A_,3,91,10,12,90,0.0025,0.0025,-1,15,849.298,1
10,./A_set/A_,1,181,9,81,90,0.0025,0.0025,-1,15,1867.28,1
10,./A_set/A_,14,108,10,22,53,0.0025,0.0025,-1,15,2500.74,1
10,./A_set/A_,11,54,9,4,53,0.0025,0.0025,-1,15,500.55,1
10,./A_set/A_,13,179,9,136,90,0.0025,0.0025,-1,15,4584.33,1
10,./A_set/A_,15,108,10,22,53,0.0025,0.0025,-1,15,2528.25,1
10,./A_set/A_,6,180,10,87,182,0.0025,0.0025,-1,15,673.612,1
10,./A_set/A_,2,89,9,32,90,0.0025,0.0025,-1,15,4711.79,1
10,./A_set/A_,5,180,9,87,182,0.0025,0.0025,-1,15,682.418,1
10,./A_set/A_,4,706,9,1377,365,0.0025,0.0025,-1,15,3894.61,1
11,./A_set/A_,9,18,10,0,17,0.0025,0.0025,-1,15,1507.28,1
11,./A_set/A_,7,36,9,3,17,0.0025,0.0025,-1,15,2277.19,1
11,./A_set/A_,12,54,10,0,53,0.0025,0.0025,-1,15,797.107,1
11,./A_set/A_,8,18,9,4,17,0.0025,0.0025,-1,15,747.406,1
11,./A_set/A_,10,108,9,40,53,0.0025,0.0025,-1,15,3000.63,1
11,./A_set/A_,3,91,10,12,90,0.0025,0.0025,-1,15,849.298,1
11,./A_set/A_,1,181,9,81,90,0.0025,0.0025,-1,15,1865.89,1
11,./A_set/A_,14,108,10,22,53,0.0025,0.0025,-1,15,2493.41,1
11,./A_set/A_,11,54,9,4,53,0.0025,0.0025,-1,15,500.55,1
11,./A_set/A_,13,179,9,136,90,0.0025,0.0025,-1,15,4583.38,1
11,./A_set/A_,15,108,10,22,53,0.0025,0.0025,-1,15,2527.74,1
11,./A_set/A_,6,180,10,87,182,0.0025,0.0025,-1,15,672.267,1
11,./A_set/A_,2,89,9,32,90,0.0025,0.0025,-1,15,4711.75,1
11,./A_set/A_,5,180,9,87,182,0.0025,0.0025,-1,15,681.459,1
11,./A_set/A_,4,706,9,1377,365,0.0025,0.0025,-1,15,3867.3,1
12,./A_set/A_,9,18,10,0,17,0.0025,0.0025,-1,15,1507.28,1
12,./A_set/A_,7,36,9,3,17,0.0025,0.0025,-1,15,2277.19,1
12,./A_set/A_,12,54,10,0,53,0.0025,0.0025,-1,15,797.107,1
12,./A_set/A_,8,18,9,4,17,0.0025,0.0025,-1,15,747.406,1
12,./A_set/A_,10,108,9,40,53,0.0025,0.0025,-1,15,3000.63,1
12,./A_set/A_,3,91,10,12,90,0.0025,0.0025,-1,15,849.298,1
12,./A_set/A_,1,181,9,81,90,0.0025,0.0025,-1,15,1865.78,1
12,./A_set/A_,14,108,10,22,53,0.0025,0.0025,-1,15,2490.6,1
12,./A_set/A_,11,54,9,4,53,0.0025,0.0025,-1,15,500.55,1
12,./A_set/A_,13,179,9,136,90,0.0025,0.0025,-1,15,4582.28,1
12,./A_set/A_,15,108,10,22,53,0.0025,0.0025,-1,15,2527.69,1
12,./A_set/A_,6,180,10,87,182,0.0025,0.0025,-1,15,670.983,1
12,./A_set/A_,2,89,9,32,90,0.0025,0.0025,-1,15,4711.74,1
12,./A_set/A_,5,180,9,87,182,0.0025,0.0025,-1,15,676.848,1
12,./A_set/A_,4,706,9,1377,365,0.0025,0.0025,-1,15,3857.8,1
13,./A_set/A_,9,18,10,0,17,0.0025,0.0025,-1,15,1507.28,1
13,./A_set/A_,7,36,9,3,17,0.0025,0.0025,-1,15,2277.19,1
13,./A_set/A_,12,54,10,0,53,0.0025,0.0025,-1,15,797.107,1
13,./A_set/A_,8,18,9,4,17,0.0025,0.0025,-1,15,747.406,1
13,./A_set/A_,10,108,9,40,53,0.0025,0.0025,-1,15,3000.63,1
