minute,base_path,instance,intervention_size,resources_size,exclusion_size,scenarious_size,population_size,mutation_rate,crossover_rate,time_limit,error,is_solved
8,./B_set_rounded/B_,11,100,9,34,53,0.005,0.0025,50,15,5,0
8,./B_set_rounded/B_,8,119,9,37,42,0.005,0.0025,50,15,7689.66,1
8,./B_set_rounded/B_,2,100,9,19,53,0.005,0.0025,50,15,12,0
8,./B_set_rounded/B_,5,706,9,1377,53,0.005,0.0025,50,15,32,0
8,./B_set_rounded/B_,10,398,9,344,25,0.005,0.0025,50,15,12,0
8,./B_set_rounded/B_,6,100,9,19,53,0.005,0.0025,50,15,8,0
8,./B_set_rounded/B_,7,250,9,186,53,0.005,0.0025,50,15,7,0
8,./A_set/A_,5,180,9,87,182,0.005,0.0025,50,15,735.108,1
8,./B_set_rounded/B_,4,706,9,1192,53,0.005,0.0025,50,15,39475.1,1
8,./B_set_rounded/B_,3,706,9,1192,53,0.005,0.0025,50,15,36,0
8,./A_set/A_,4,706,9,1377,365,0.005,0.0025,50,15,18,0
8,./B_set_rounded/B_,12,495,9,570,102,0.005,0.0025,50,15,47,0
9,./A_set/A_,9,18,10,0,17,0.005,0.0025,50,15,1507.28,1
9,./A_set/A_,7,36,9,3,17,0.005,0.0025,50,15,2272.78,1
9,./A_set/A_,12,54,10,0,53,0.005,0.0025,50,15,798.094,1
9,./A_set/A_,8,18,9,4,17,0.005,0.0025,50,15,744.293,1
9,./A_set/A_,10,108,9,40,53,0.005,0.0025,50,15,3002.12,1
9,./A_set/A_,3,91,10,12,90,0.005,0.0025,50,15,865.247,1
9,./A_set/A_,1,181,9,81,90,0.005,0.0025,50,15,1962.92,1
9,./A_set/A_,11,54,9,4,53,0.005,0.0025,50,15,498.039,1
9,./A_set/A_,6,180,10,87,182,0.005,0.0025,50,15,696.215,1
9,./B_set_rounded/B_,9,120,9,44,42,0.005,0.0025,50,15,5,0
9,./A_set/A_,2,89,9,32,90,0.005,0.0025,50,15,4719.26,1
9,./B_set_rounded/B_,1,100,9,26,53,0.005,0.0025,50,15,8,0
9,./B_set_rounded/B_,11,100,9,34,53,0.005,0.0025,50,15,5,0
9,./B_set_rounded/B_,8,119,9,37,42,0.005,0.0025,50,15,7689.66,1
9,./B_set_rounded/B_,2,100,9,19,53,0.005,0.0025,50,15,12,0
9,./B_set_rounded/B_,10,398,9,344,25,0.005,0.0025,50,15,12,0
9,./B_set_rounded/B_,5,706,9,1377,53,0.005,0.0025,50,15,32,0
9,./B_set_rounded/B_,6,100,9,19,53,0.005,0.0025,50,15,8,0
9,./B_set_rounded/B_,7,250,9,186,53,0.005,0.0025,50,15,7,0
9,./A_set/A_,5,180,9,87,182,0.005,0.0025,50,15,733.945,1
9,./B_set_rounded/B_,4,706,9,1192,53,0.005,0.0025,50,15,39475.1,1
9,./B_set_rounded/B_,3,706,9,1192,53,0.005,0.0025,50,15,35,0
9,./A_set/A_,4,706,9,1377,365,0.005,0.0025,50,15,18,0
9,./B_set_rounded/B_,12,495,9,570,102,0.005,0.0025,50,15,44,0
10,./A_set/A_,9,18,10,0,17,0.005,0.0025,50,15,1507.28,1
10,./A_set/A_,7,36,9,3,17,0.005,0.0025,50,15,2272.78,1
10,./A_set/A_,12,54,10,0,53,0.005,0.0025,50,15,795.496,1
10,./A_set/A_,8,18,9,4,17,0.005,0.0025,50,15,744.293,1
10,./A_set/A_,10,108,9,40,53,0.005,0.0025,50,15,3002.12,1
10,./A_set/A_,3,91,10,12,90,0.005,0.0025,50,15,865.247,1
10,./A_set/A_,1,181,9,81,90,0.005,0.0025,50,15,1962.92,1
10,./A_set/A_,11,54,9,4,53,0.005,0.0025,50,15,498.039,1
10,./A_set/A_,6,180,10,87,182,0.005,0.0025,50,15,696.215,1
10,./B_set_rounded/B_,9,120,9,44,42,0.005,0.0025,50,15,5,0
10,./A_set/A_,2,89,9,32,90,0.005,0.0025,50,15,4714.54,1
10,./B_set_rounded/B_,1,100,9,26,53,0.005,0.0025,50,15,8,0
10,./B_set_rounded/B_,11,100,9,34,53,0.005,0.0025,50,15,5,0
10,./B_set_rounded/B_,8,119,9,37,42,0.005,0.0025,50,15,7689.66,1
10,./B_set_rounded/B_,2,100,9,19,53,0.005,0.0025,50,15,11,0
10,./B_set_rounded/B_,10,398,9,344,25,0.005,0.0025,50,15,12,0
10,./B_set_rounded/B_,5,706,9,1377,53,0.005,0.0025,50,15,32,0
10,./B_set_rounded/B_,6,100,9,19,53,0.005,0.0025,50,15,7,0
10,./B_set_rounded/B_,7,250,9,186,53,0.005,0.0025,50,15,7,0
10,./A_set/A_,5,180,9,87,182,0.005,0.0025,50,15,733.945,1
10,./B_set_rounded/B_,4,706,9,1192,53,0.005,0.0025,50,15,39475.1,1
10,./B_set_rounded/B_,3,706,9,1192,53,0.005,0.0025,50,15,35,0
10,./A_set/A_,4,706,9,1377,365,0.005,0.0025,50,15,16,0
10,./B_set_rounded/B_,12,495,9,570,102,0.005,0.0025,50,15,39,0
11,./A_set/A_,9,18,10,0,17,0.005,0.0025,50,15,1507.28,1
11,./A_set/A_,7,36,9,3,17,0.005,0.0025,50,15,2272.78,1
11,./A_set/A_,12,54,10,0,53,0.005,0.0025,50,15,795.496,1
11,./A_set/A_,8,18,9,4,17,0.005,0.0025,50,15,744.293,1
11,./A_set/A_,10,108,9,40,53,0.005,0.0025,50,15,3002.12,1
11,./A_set/A_,3,91,10,12,90,0.005,0.0025,50,15,858.817,1
11,./A_set/A_,1,181,9,81,90,0.005,0.0025,50,15,1962.92,1
11,./A_set/A_,11,54,9,4,53,0.005,0.0025,50,15,498.039,1
11,./A_set/A_,6,180,10,87,182,0.005,0.0025,50,15,696.215,1
11,./B_set_rounded/B_,9,120,9,44,42,0.005,0.0025,50,15,5,0
11,./A_set/A_,2,89,9,32,90,0.005,0.0025,50,15,4714.54,1
11,./B_set_rounded/B_,1,100,9,26,53,0.005,0.0025,50,15,8,0
11,./B_set_rounded/B_,11,100,9,34,53,0.005,0.0025,50,15,5,0
11,./B_set_rounded/B_,8,119,9,37,42,0.005,0.0025,50,15,7689.66,1
11,./B_set_rounded/B_,2,100,9,19,53,0.005,0.0025,50,15,11,0
11,./B_set_rounded/B_,10,398,9,344,25,0.005,0.0025,50,15,12,0
11,./B_set_rounded/B_,5,706,9,1377,53,0.005,0.0025,50,15,25,0
11,./B_set_rounded/B_,6,100,9,19,53,0.005,0.0025,50,15,7,0
11,./B_set_rounded/B_,7,250,9,186,53,0.005,0.0025,50,15,7,0
11,./A_set/A_,5,180,9,87,182,0.005,0.0025,50,15,733.945,1
11,./B_set_rounded/B_,4,706,9,1192,53,0.005,0.0025,50,15,39475.1,1
11,./B_set_rounded/B_,3,706,9,1192,53,0.005,0.0025,50,15,35,0
